


bus:<bus3>;car:<car1,car2>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car310,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car310,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car310,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car310,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car310,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car310,car311,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car310,car311,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car310,car311,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car310,car311,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312,person316>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312,person316,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312,person316,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312,person316,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312,person316,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312,person316,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312,person316,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312,person316,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312,person316,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person303,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car319,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car319,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car319,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car38>;person:<person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car38>;person:<person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car38>;person:<person232,person266,person312>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car38>;person:<person232,person266,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car38>;person:<person232,person266,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car38>;person:<person232,person266,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car322,car38>;person:<person232,person266,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car322,car38>;person:<person232,person266,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car322,car323,car38>;person:<person232,person266,person317>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car311,car314,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car323,car38>;person:<person232>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car323,car38>;person:<person232>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car323,car38>;person:<person232>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car323,car38>;person:<person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car323,car38>;person:<person232,person266>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car322,car323,car38>;person:<person232,person266>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car322,car323,car38>;person:<person232,person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car322,car323,car38>;person:<person232,person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car322,car323,car38>;person:<person232,person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car322,car323,car38>;person:<person232,person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car322,car323,car38>;person:<person232,person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car297,car314,car319,car322,car323,car38>;person:<person232,person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person232,person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person232,person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person232,person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car323,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car323,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car323,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car323,car333,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car323,car333,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car323,car333,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car333,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car333,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car333,car334,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car333,car334,car335,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car333,car334,car335,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car323,car333,car334,car335,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car333,car334,car335,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car334,car335,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car334,car335,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car334,car335,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car334,car335,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car334,car335,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car334,car335,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car322,car334,car335,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car322,car334,car336,car38>;person:<person232,person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car334,car336,car38>;person:<person232,person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car334,car336,car38>;person:<person232,person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car334,car336,car38>;person:<person232,person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car334,car336,car38>;person:<person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car319,car334,car336,car38>;person:<person232,person266,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car334,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car290,car314,car334,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car336,car340,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car336,car340,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car336,car340,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car340,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car340,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car340,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car319,car334,car336,car340,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car319,car334,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car319,car334,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car319,car334,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car319,car334,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car319,car334,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car38>;person:<person232,person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car314,car334,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car314,car334,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car314,car334,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car38>;person:<person325,person329>;
bus:<bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car334,car336,car344,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car336,car344,car38>;person:<person325,person329>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car336,car344,car38>;person:<person325,person329,person346>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car336,car344,car38>;person:<person325,person329,person346>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car336,car344,car38>;person:<person325,person329,person346,person348>;
bus:<bus308,bus92>;car:<car225,car239,car252,car264,car272,car286,car314,car336,car344,car38>;person:<person325,person346,person348>;
